Industry,Month,Revenue,Customers,Orders,Profit,Revenue_Lag_1,Revenue_Lag_2,Revenue_Lag_3
Finance,2023-01-31,3151.5653008555764,307.4024988868379,187.3001532393518,804.6141647132454,3095.8745184199684,2825.3780511492187,2709.4761351248612
Finance,2023-02-28,3465.3802536201283,386.74211613733985,230.27579740746341,826.4302011781094,3151.5653008555764,3095.8745184199684,2825.3780511492187
Finance,2023-03-31,3390.1543805826145,324.3968372594231,194.30683262691588,937.266488321543,3465.3802536201283,3151.5653008555764,3095.8745184199684
Finance,2023-04-30,3671.3429664572354,371.6100556785015,222.80180444637338,977.2554052867131,3390.1543805826145,3465.3802536201283,3151.5653008555764
Finance,2023-05-31,4223.361029563489,411.7187274979425,242.13684207358327,1108.0483012443258,3671.3429664572354,3390.1543805826145,3465.3802536201283
Finance,2023-06-30,4197.962574136745,456.7304039283952,279.87752421029677,1031.5260389948335,4223.361029563489,3671.3429664572354,3390.1543805826145
Finance,2023-07-31,4392.8209548337445,461.45616709503264,285.0785220689932,1123.568940263801,4197.962574136745,4223.361029563489,3671.3429664572354
Finance,2023-08-31,4666.0404566588995,489.9899574748034,307.8155643952573,1198.945608544207,4392.8209548337445,4197.962574136745,4223.361029563489
Finance,2023-09-30,4744.887298965589,477.4230036252254,298.5188918402188,1145.3750411920355,4666.0404566588995,4392.8209548337445,4197.962574136745
Finance,2023-10-31,5047.42933909854,496.87615766330686,298.41314282733225,1325.779927905,4744.887298965589,4666.0404566588995,4392.8209548337445
Finance,2023-11-30,5276.27985729787,528.5567166929101,303.53546860594685,1356.3826426258286,5047.42933909854,4744.887298965589,4666.0404566588995
Finance,2023-12-31,5593.473469329186,602.6124413990277,358.4896824898866,1409.3258837154933,5276.27985729787,5047.42933909854,4744.887298965589
Finance,2024-01-31,5821.74217801716,613.7232833969854,367.2810147143217,1469.386620792807,5593.473469329186,5276.27985729787,5047.42933909854
Finance,2024-02-29,6154.354523936448,619.1676348567719,367.0362447685578,1548.2931306290272,5821.74217801716,5593.473469329186,5276.27985729787
Finance,2024-03-31,6514.31309989216,630.9010040009947,379.87029914206556,1593.5722342260813,6154.354523936448,5821.74217801716,5593.473469329186
Finance,2024-04-30,6848.156749875417,654.3519368918662,387.0219436624039,1730.8997812220803,6514.31309989216,6154.354523936448,5821.74217801716
Finance,2024-05-31,7227.851595632779,721.4701543418182,427.3300973381589,1901.0207523802244,6848.156749875417,6514.31309989216,6154.354523936448
Finance,2024-06-30,7218.226479680941,677.8465288356924,411.10806180194874,1779.4539087026048,7227.851595632779,6848.156749875417,6514.31309989216
Finance,2024-07-31,7639.0396170617505,778.0710906521622,469.28066152900925,1881.5559727286013,7218.226479680941,7227.851595632779,6848.156749875417
Finance,2024-08-31,7996.030405032801,817.052187068883,496.73332402091637,1994.0488080692312,7639.0396170617505,7218.226479680941,7227.851595632779
Finance,2024-09-30,8778.746719042694,856.4729765777464,498.6285342374004,2160.091276266611,7996.030405032801,7639.0396170617505,7218.226479680941
Finance,2024-10-31,8979.537471530164,902.8205361394702,539.2799611051188,2262.487137708256,8778.746719042694,7996.030405032801,7639.0396170617505
Finance,2024-11-30,9284.073452264613,957.2826373079265,573.5480706008302,2376.8831546455594,8979.537471530164,8778.746719042694,7996.030405032801
Finance,2024-12-31,9947.098133891164,1003.8448777721921,608.0045994656373,2509.159961473657,9284.073452264613,8979.537471530164,8778.746719042694
Healthcare,2021-04-30,923.4410632042909,73.58760552212664,49.30291598536258,256.54956334668316,1076.1787360348285,931.6142563798867,1021.4093744130204
Healthcare,2021-05-31,1133.9369286306048,190.4483226761549,119.97789871262461,340.26251416668117,923.4410632042909,1076.1787360348285,931.6142563798867
Healthcare,2021-06-30,1199.4809795493202,132.97592298104797,76.63286134222533,337.81870591199345,1133.9369286306048,923.4410632042909,1076.1787360348285
Healthcare,2021-07-31,1048.879897810243,100.15161764622411,55.23733510944343,266.3136814218769,1199.4809795493202,1133.9369286306048,923.4410632042909
Healthcare,2021-08-31,1380.151524316631,100.66984857982814,67.26451105164202,264.40208751967515,1048.879897810243,1199.4809795493202,1133.9369286306048
Healthcare,2021-09-30,1124.4661944233223,134.22563138167956,81.17817901996237,227.22930970936528,1380.151524316631,1048.879897810243,1199.4809795493202
Healthcare,2021-10-31,1123.5621976963143,125.94817474832496,68.26523853182361,291.7134789031773,1124.4661944233223,1380.151524316631,1048.879897810243
Healthcare,2021-11-30,1223.5516039851389,109.32315344639754,87.03333296109179,337.5838521121853,1123.5621976963143,1124.4661944233223,1380.151524316631
Healthcare,2021-12-31,1040.8600497288917,107.81509126827773,58.071190113282746,302.8366791720341,1223.5516039851389,1123.5621976963143,1124.4661944233223
Healthcare,2022-01-31,1188.9897207192753,116.60424324258955,75.0124187353583,340.5351898883249,1040.8600497288917,1223.5516039851389,1123.5621976963143
Healthcare,2022-02-28,1173.576989748219,110.66767425800292,61.651151443192184,260.72778580836916,1188.9897207192753,1040.8600497288917,1223.5516039851389
Healthcare,2022-03-31,1496.024187090982,157.7020529283173,82.01239221363993,419.8991441254843,1173.576989748219,1188.9897207192753,1040.8600497288917
Healthcare,2022-04-30,1558.0839580253933,176.45770101356229,90.68092094859723,365.30928586303577,1496.024187090982,1173.576989748219,1188.9897207192753
Healthcare,2022-05-31,1499.476820009275,135.79429268855188,85.9147698945934,413.60090767378557,1558.0839580253933,1496.024187090982,1173.576989748219
Healthcare,2022-06-30,1307.5483720346167,129.56433008222567,45.325924648644666,275.6677109419397,1499.476820009275,1558.0839580253933,1496.024187090982
Healthcare,2022-07-31,1402.9894324369573,115.34327960439875,85.53008080195559,279.2402892112077,1307.5483720346167,1499.476820009275,1558.0839580253933
Healthcare,2022-08-31,1412.8067238581004,143.89548393153188,100.7500232495803,281.40857340555317,1402.9894324369573,1307.5483720346167,1499.476820009275
Healthcare,2022-09-30,1602.263771193851,160.43103833977682,86.44353649338657,423.6711165116263,1412.8067238581004,1402.9894324369573,1307.5483720346167
Healthcare,2022-10-31,1535.5723134552688,141.55289380235098,85.62975713131077,364.62739852072923,1602.263771193851,1412.8067238581004,1402.9894324369573
Healthcare,2022-11-30,1557.3314053010051,168.97575402052144,117.24562057376637,327.44207638390884,1535.5723134552688,1602.263771193851,1412.8067238581004
Healthcare,2022-12-31,1790.2026016570248,139.97850417525245,82.46925155479563,476.96651073848506,1557.3314053010051,1535.5723134552688,1602.263771193851
Healthcare,2023-01-31,1636.5364362487294,151.19965322846105,88.63856943350387,384.4840623292407,1790.2026016570248,1557.3314053010051,1535.5723134552688
Healthcare,2023-02-28,1581.6695187703094,175.15899381745146,108.66555115012135,360.77189992954465,1636.5364362487294,1790.2026016570248,1557.3314053010051
Healthcare,2023-03-31,1763.3781018973502,182.4838006072672,117.61890155274992,472.3259675705182,1581.6695187703094,1636.5364362487294,1790.2026016570248
Healthcare,2023-04-30,1623.9869755488987,151.19507675095048,98.18998210180291,436.51525715889795,1763.3781018973502,1581.6695187703094,1636.5364362487294
Healthcare,2023-05-31,1738.9340467775132,176.23995234392697,118.52062036424043,405.1549422525868,1623.9869755488987,1763.3781018973502,1581.6695187703094
Healthcare,2023-06-30,1830.5544284144103,179.01158979276315,105.2301418433857,512.5774497029621,1738.9340467775132,1623.9869755488987,1763.3781018973502
Healthcare,2023-07-31,1893.9032190021578,205.66051462022855,136.45109684368043,474.5259968321774,1830.5544284144103,1738.9340467775132,1623.9869755488987
Healthcare,2023-08-31,1915.7841129149183,185.37307615962268,114.46550922065802,472.4388755103453,1893.9032190021578,1830.5544284144103,1738.9340467775132
Healthcare,2023-09-30,1894.240188600402,201.32715936877847,112.61408878893235,578.1794109343735,1915.7841129149183,1893.9032190021578,1830.5544284144103
Healthcare,2023-10-31,1821.6296657931828,157.87919432356364,106.30862532913886,494.9905511464425,1894.240188600402,1915.7841129149183,1893.9032190021578
Healthcare,2023-11-30,2023.0880137272316,214.87571155800876,128.8029592063361,460.9092848575163,1821.6296657931828,1894.240188600402,1915.7841129149183
Healthcare,2023-12-31,2007.4700084818292,187.2037666179407,122.07345730494191,494.51463304535037,2023.0880137272316,1821.6296657931828,1894.240188600402
Healthcare,2024-01-31,1957.3376240364541,189.30604557058555,117.71294188510758,461.1481783689148,2007.4700084818292,2023.0880137272316,1821.6296657931828
Healthcare,2024-02-29,1998.4630510333766,204.72004933317592,125.28169531099277,474.26860398978766,1957.3376240364541,2007.4700084818292,2023.0880137272316
Healthcare,2024-03-31,2075.1949618399876,212.1604949311515,112.81545354371767,448.42555174116916,1998.4630510333766,1957.3376240364541,2007.4700084818292
Healthcare,2024-04-30,2092.900346124613,205.02109157822434,126.12173060291465,596.9928973786308,2075.1949618399876,1998.4630510333766,1957.3376240364541
Healthcare,2024-05-31,2293.8056259350556,226.18179199423702,135.51891311751532,523.3249382518734,2092.900346124613,2075.1949618399876,1998.4630510333766
Healthcare,2024-06-30,2250.3491432879123,219.26174155038845,134.78423053361396,521.225738644362,2293.8056259350556,2092.900346124613,2075.1949618399876
Healthcare,2024-07-31,2349.1791174490113,265.5726900049527,158.25601251840303,607.3803654671999,2250.3491432879123,2293.8056259350556,2092.900346124613
Healthcare,2024-08-31,2412.203754516503,233.1959660139336,142.1585044264643,603.6805586682156,2349.1791174490113,2250.3491432879123,2293.8056259350556
Healthcare,2024-09-30,2399.820752307183,224.52187955360895,134.9582294747548,624.8551026390681,2412.203754516503,2349.1791174490113,2250.3491432879123
Healthcare,2024-10-31,2582.96856608085,277.4822731297892,188.02118845298907,607.3747633758101,2399.820752307183,2412.203754516503,2349.1791174490113
Healthcare,2024-11-30,2573.8433530794405,261.0511754227111,178.52873458580336,603.0459240021025,2582.96856608085,2399.820752307183,2412.203754516503
Healthcare,2024-12-31,2452.3713309774425,233.2492801888638,118.7106108702202,586.8050816603226,2573.8433530794405,2582.96856608085,2399.820752307183
Retail,2021-04-30,1361.158340734905,97.85022918033454,41.460959183070386,312.1752087216776,1184.3839228666452,1104.8769937914997,1074.507122951685
Retail,2021-05-31,1191.1389727067244,125.39884392257791,66.15906559833462,227.16955810991652,1361.158340734905,1184.3839228666452,1104.8769937914997
Retail,2021-06-30,1536.5002177382332,149.1344957640926,90.1559795053348,312.8876451238855,1191.1389727067244,1361.158340734905,1184.3839228666452
Retail,2021-07-31,1183.661609817223,120.58461277591962,60.84083189132875,314.70030337158937,1536.5002177382332,1191.1389727067244,1361.158340734905
Retail,2021-08-31,1125.8359757480193,106.7497225789364,58.032767425067874,374.0729031624517,1183.661609817223,1536.5002177382332,1191.1389727067244
Retail,2021-09-30,1193.339385937696,98.1797200146516,67.13328112982285,237.2926639858729,1125.8359757480193,1183.661609817223,1536.5002177382332
Retail,2021-10-31,1254.6413516721982,86.27073268962431,38.480579124790275,323.5033997115057,1193.339385937696,1125.8359757480193,1183.661609817223
Retail,2021-11-30,1417.8091911607683,145.20828473987623,85.96848802004334,339.3971130107276,1254.6413516721982,1193.339385937696,1125.8359757480193
Retail,2021-12-31,1217.6757577599642,107.37069160810225,59.81602725526347,357.2750507509368,1417.8091911607683,1254.6413516721982,1193.339385937696
Retail,2022-01-31,1652.5749620029505,129.9966930930404,81.23885554977218,393.8896264799218,1217.6757577599642,1417.8091911607683,1254.6413516721982
Retail,2022-02-28,1663.535207264495,178.58704650326686,117.46222312691962,462.4478077719337,1652.5749620029505,1217.6757577599642,1417.8091911607683
Retail,2022-03-31,1778.998899876296,171.7156424706053,106.34201979639882,493.52698132519197,1663.535207264495,1652.5749620029505,1217.6757577599642
Retail,2022-04-30,1929.0673698301232,189.19355744973598,102.45278472978131,422.45651125349724,1778.998899876296,1663.535207264495,1652.5749620029505
Retail,2022-05-31,2168.065199843211,243.93132055573756,145.63869111763918,592.1929448554039,1929.0673698301232,1778.998899876296,1663.535207264495
Retail,2022-06-30,2102.145899313426,197.3121948392401,122.0012729586282,602.438303151655,2168.065199843211,1929.0673698301232,1778.998899876296
Retail,2022-07-31,2020.4426095120398,233.3371340674841,113.80482939959302,546.2057775967711,2102.145899313426,2168.065199843211,1929.0673698301232
Retail,2022-08-31,2019.9062362293996,196.0104766136226,118.52389373352858,405.59811332730527,2020.4426095120398,2102.145899313426,2168.065199843211
Retail,2022-09-30,1984.9672791009064,205.63897934032556,138.1623280516105,470.3283088615442,2019.9062362293996,2020.4426095120398,2102.145899313426
Retail,2022-10-31,1957.4940283207795,185.7142619603872,120.58257835325306,505.8110625631791,1984.9672791009064,2019.9062362293996,2020.4426095120398
Retail,2022-11-30,2117.249680183004,221.9903166805675,134.1649655018209,577.7446695723954,1957.4940283207795,1984.9672791009064,2019.9062362293996
Retail,2022-12-31,2259.407579083543,219.38751497639896,127.71142745451779,491.67614736427987,2117.249680183004,1957.4940283207795,1984.9672791009064
Retail,2023-01-31,2607.722206451439,265.99332608874164,159.6471302196696,640.2011949441024,2259.407579083543,2117.249680183004,1957.4940283207795
Retail,2023-02-28,2553.5307201798596,246.94016556267877,144.73695417233958,598.2688165838839,2607.722206451439,2259.407579083543,2117.249680183004
Retail,2023-03-31,2921.4820087539056,300.2292180116813,198.9993898191141,739.0993928300684,2553.5307201798596,2607.722206451439,2259.407579083543
Retail,2023-04-30,3122.0011347452105,310.7111951591977,167.2390049425282,779.1745899138418,2921.4820087539056,2553.5307201798596,2607.722206451439
Retail,2023-05-31,3180.9429314303097,367.35913539273673,218.49187158783081,810.3130999742581,3122.0011347452105,2921.4820087539056,2553.5307201798596
Retail,2023-06-30,3213.4446864937727,297.97090789698666,190.2107728833422,840.9578232577819,3180.9429314303097,3122.0011347452105,2921.4820087539056
Retail,2023-07-31,3362.052302083999,318.01748111250515,204.83843177686407,770.4205223813858,3213.4446864937727,3180.9429314303097,3122.0011347452105
Retail,2023-08-31,3361.161974498684,379.9253099660679,218.04982272833385,811.9756071445323,3362.052302083999,3213.4446864937727,3180.9429314303097
Retail,2023-09-30,3349.8013708520475,324.9106240028808,179.43974009106716,840.8784914533132,3361.161974498684,3362.052302083999,3213.4446864937727
Retail,2023-10-31,3289.035539660705,338.3754025787741,193.83099920492643,899.7556051660532,3349.8013708520475,3361.161974498684,3362.052302083999
Retail,2023-11-30,3503.6232659810826,343.92109627399475,214.48782993809354,814.3626006735728,3289.035539660705,3349.8013708520475,3361.161974498684
Retail,2023-12-31,3880.2079844025616,414.1636535259047,232.42335976993053,979.2836890272556,3503.6232659810826,3289.035539660705,3349.8013708520475
Retail,2024-01-31,4142.914973117684,429.92795474731463,245.58726573960794,969.7059126252071,3880.2079844025616,3503.6232659810826,3289.035539660705
Retail,2024-02-29,4446.3810909821705,450.5778025628808,272.8516100411872,1128.9176832203914,4142.914973117684,3880.2079844025616,3503.6232659810826
Retail,2024-03-31,4510.014822905337,455.64655623375376,276.31865847323905,1091.7861348250158,4446.3810909821705,4142.914973117684,3880.2079844025616
Retail,2024-04-30,5096.232165072345,519.0998749254703,299.5468899832557,1306.8857216997778,4510.014822905337,4446.3810909821705,4142.914973117684
Retail,2024-05-31,4828.023458159446,498.5440378907936,310.71237852455016,1165.971748622276,5096.232165072345,4510.014822905337,4446.3810909821705
Retail,2024-06-30,5237.567872440773,532.0124057828073,327.4280450696292,1404.2316172428905,4828.023458159446,5096.232165072345,4510.014822905337
Retail,2024-07-31,5155.975693775858,500.5228460904361,291.4185633580064,1248.2034091956928,5237.567872440773,4828.023458159446,5096.232165072345
Retail,2024-08-31,5288.930011211224,535.7160406174553,324.1965323637734,1363.5916652546073,5155.975693775858,5237.567872440773,4828.023458159446
Retail,2024-09-30,5445.260281353073,573.5967096784536,341.51145747469263,1497.323528667749,5288.930011211224,5155.975693775858,5237.567872440773
Retail,2024-10-31,5735.025783626156,556.35942723429,323.10673135996285,1457.8800666686984,5445.260281353073,5288.930011211224,5155.975693775858
Retail,2024-11-30,5868.098210164096,601.0898308982514,365.3862747846863,1463.3831069081803,5735.025783626156,5445.260281353073,5288.930011211224
Retail,2024-12-31,6090.796559358396,578.7827114421223,342.80447734460313,1565.5190795557726,5868.098210164096,5735.025783626156,5445.260281353073
Technology,2021-04-30,917.0850941818247,118.78595690149072,70.12617568836825,291.16208914412925,902.3533585958717,1270.08476763721,848.1734676892604
Technology,2021-05-31,1041.603428241127,92.17284236503723,55.356142416204165,262.74988674851886,917.0850941818247,902.3533585958717,1270.08476763721
Technology,2021-06-30,1379.3149825041519,150.38849689736517,79.55689384459315,337.7097713749733,1041.603428241127,917.0850941818247,902.3533585958717
Technology,2021-07-31,1610.9334492863804,171.382121609813,109.94542174677669,346.50125772970165,1379.3149825041519,1041.603428241127,917.0850941818247
Technology,2021-08-31,1407.0014346323965,166.2536799012098,103.0753480605218,314.3260318302714,1610.9334492863804,1379.3149825041519,1041.603428241127
Technology,2021-09-30,2161.160605386387,218.42955322449586,142.85070377533577,543.6660754171022,1407.0014346323965,1610.9334492863804,1379.3149825041519
Technology,2021-10-31,2411.154212080831,276.22223805694716,163.24370134937757,651.3671005679255,2161.160605386387,1407.0014346323965,1610.9334492863804
Technology,2021-11-30,2288.0001871898176,256.17264986962874,144.0543553159762,606.3026197973763,2411.154212080831,2161.160605386387,1407.0014346323965
Technology,2021-12-31,2543.3238944245286,219.15759971399058,119.66197470173658,533.8693647181271,2288.0001871898176,2411.154212080831,2161.160605386387
Technology,2022-01-31,2464.2887499300687,260.77972010892614,171.49140258631596,619.7769265035059,2543.3238944245286,2288.0001871898176,2411.154212080831
Technology,2022-02-28,3045.3468352787577,276.9326543635779,149.1257682245952,758.5593238748585,2464.2887499300687,2543.3238944245286,2288.0001871898176
Technology,2022-03-31,3014.0067140455203,300.7467764426702,159.77364486520332,749.0456765357407,3045.3468352787577,2464.2887499300687,2543.3238944245286
Technology,2022-04-30,2911.275214097301,304.52097238633087,186.378565892767,680.8248142079575,3014.0067140455203,3045.3468352787577,2464.2887499300687
Technology,2022-05-31,3323.1692598667955,311.1326555489005,186.05280235660857,878.5494309917608,2911.275214097301,3014.0067140455203,3045.3468352787577
Technology,2022-06-30,3502.8728455337564,360.36821486373253,210.9183527345151,836.0745697703219,3323.1692598667955,2911.275214097301,3014.0067140455203
Technology,2022-07-31,3974.6134271940227,376.75649627101484,220.51740470913708,933.7594621690632,3502.8728455337564,3323.1692598667955,2911.275214097301
Technology,2022-08-31,4708.646085703007,471.56987960973527,275.9446726859153,1187.860516962463,3974.6134271940227,3502.8728455337564,3323.1692598667955
Technology,2022-09-30,4638.491533911142,459.42976140044976,281.7995238407041,1197.498268980151,4708.646085703007,3974.6134271940227,3502.8728455337564
Technology,2022-10-31,4927.733485835148,481.2569837706212,286.0036732908563,1116.8373132220077,4638.491533911142,4708.646085703007,3974.6134271940227
Technology,2022-11-30,5133.502200146124,540.6877053635029,340.86230035311456,1270.9237480587121,4927.733485835148,4638.491533911142,4708.646085703007
Technology,2022-12-31,5986.775038203854,604.9025069112561,393.730312231306,1552.6725051226922,5133.502200146124,4927.733485835148,4638.491533911142
Technology,2023-01-31,6315.5972189439635,612.4489130823879,351.404884646857,1589.072486529352,5986.775038203854,5133.502200146124,4927.733485835148
Technology,2023-02-28,6697.205047162467,641.2754305242933,378.29952947215065,1620.223861609897,6315.5972189439635,5986.775038203854,5133.502200146124
Technology,2023-03-31,7733.781538931387,791.0109490321277,474.5268430061104,2007.4425916773482,6697.205047162467,6315.5972189439635,5986.775038203854
Technology,2023-04-30,8003.535130399748,783.1278290134095,485.1079381807423,2027.8292847841699,7733.781538931387,6697.205047162467,6315.5972189439635
Technology,2023-05-31,8419.657155514551,838.158941989783,494.13918266002224,2035.774302330421,8003.535130399748,7733.781538931387,6697.205047162467
Technology,2023-06-30,9502.510406796559,988.4393734890584,579.0779483552436,2403.776063533668,8419.657155514551,8003.535130399748,7733.781538931387
Technology,2023-07-31,9932.528375249085,983.5103298496145,584.1822586673801,2439.9325553282806,9502.510406796559,8419.657155514551,8003.535130399748
Technology,2023-08-31,10877.373765788292,1071.1183742506084,645.3755928081634,2716.831535974616,9932.528375249085,9502.510406796559,8419.657155514551
Technology,2023-09-30,11689.29338604199,1150.7780653633672,684.699125912337,2960.0929078017853,10877.373765788292,9932.528375249085,9502.510406796559
Technology,2023-10-31,12776.233072573372,1258.0722023613662,755.8366444711119,3231.6276243119323,11689.29338604199,10877.373765788292,9932.528375249085
Technology,2023-11-30,13356.252549628103,1346.4924588104088,801.2692376967868,3367.5930708366836,12776.233072573372,11689.29338604199,10877.373765788292
Technology,2023-12-31,14632.692463012065,1427.1716042879161,840.027538193918,3660.5773630860854,13356.252549628103,12776.233072573372,11689.29338604199
Technology,2024-01-31,16020.116338210511,1583.925301318963,956.7411053791515,3921.95308143918,14632.692463012065,13356.252549628103,12776.233072573372
Technology,2024-02-29,17232.409625166052,1699.020638521356,1012.894022034792,4310.472339857333,16020.116338210511,14632.692463012065,13356.252549628103
Technology,2024-03-31,18453.192958630367,1837.62818497844,1112.6398390792083,4584.453646181434,17232.409625166052,16020.116338210511,14632.692463012065
Technology,2024-04-30,20282.436104635155,2005.6494733703632,1208.6877258013706,5142.687457191684,18453.192958630367,17232.409625166052,16020.116338210511
Technology,2024-05-31,21230.192596774443,2107.0813545680344,1270.0195340126259,5297.395879891461,20282.436104635155,18453.192958630367,17232.409625166052
Technology,2024-06-30,23536.712391218156,2341.5915353874993,1405.8208191072285,5876.394236034935,21230.192596774443,20282.436104635155,18453.192958630367
Technology,2024-07-31,25573.038286199368,2562.3922454859608,1540.8113739123285,6372.665723243718,23536.712391218156,21230.192596774443,20282.436104635155
Technology,2024-08-31,27269.1191789623,2718.2607541398374,1634.9009739076855,6796.230570699562,25573.038286199368,23536.712391218156,21230.192596774443
Technology,2024-09-30,29613.926629058235,3002.900678878732,1810.4516543615562,7387.180480656167,27269.1191789623,25573.038286199368,23536.712391218156
Technology,2024-10-31,32160.692174726053,3207.9077100121744,1904.363380655526,7989.768728135643,29613.926629058235,27269.1191789623,25573.038286199368
Technology,2024-11-30,34099.92695731156,3402.9624260503297,2041.9616394220932,8608.803604941653,32160.692174726053,29613.926629058235,27269.1191789623
Technology,2024-12-31,37297.3976435909,3725.3577537829124,2243.508708081582,9213.79264544733,34099.92695731156,32160.692174726053,29613.926629058235
Transportation,2021-04-30,1300.3109541360616,112.90941889542881,68.4613137094512,301.1948661957596,1106.3665637646236,1114.6241018736036,1058.9036395271414
Transportation,2021-05-31,1245.253766436598,131.19861874939878,89.09457069221826,285.81262166641216,1300.3109541360616,1106.3665637646236,1114.6241018736036
Transportation,2021-06-30,1091.8053404766574,89.60525973201959,49.32022323845064,291.81635977140695,1245.253766436598,1300.3109541360616,1106.3665637646236
Transportation,2021-07-31,1383.299450690338,119.88663858548131,80.62804235234537,413.60675561283205,1091.8053404766574,1245.253766436598,1300.3109541360616
Transportation,2021-08-31,1333.2325912307954,170.85917537424086,94.77761323350879,271.075412642128,1383.299450690338,1091.8053404766574,1245.253766436598
Transportation,2021-09-30,822.0900191615467,112.12988814593834,73.82158945110358,202.74327124486393,1333.2325912307954,1383.299450690338,1091.8053404766574
Transportation,2021-10-31,1374.7653404092,114.96675309495247,93.43757165313974,350.1523942010614,822.0900191615467,1333.2325912307954,1383.299450690338
Transportation,2021-11-30,1371.2650779953456,151.64184027750838,95.79519648387216,354.01047071279294,1374.7653404092,822.0900191615467,1333.2325912307954
Transportation,2021-12-31,1186.615256863118,128.09089282903173,95.67478066216938,363.9248165235284,1371.2650779953456,1374.7653404092,822.0900191615467
Transportation,2022-01-31,1824.0575435060287,172.18144082197918,93.4128162906017,449.72503987152476,1186.615256863118,1371.2650779953456,1374.7653404092
Transportation,2022-02-28,1482.4649415237384,170.1303245217928,85.15354841592747,447.0937513539653,1824.0575435060287,1186.615256863118,1371.2650779953456
Transportation,2022-03-31,1473.0877502103644,138.77115362208804,73.14164842065114,285.52910395930263,1482.4649415237384,1824.0575435060287,1186.615256863118
Transportation,2022-04-30,1763.7600625912437,177.84236560289247,93.80581036432494,376.1860770446301,1473.0877502103644,1482.4649415237384,1824.0575435060287
Transportation,2022-05-31,1520.760264276256,185.45645693341345,108.67796064641202,305.0329184131587,1763.7600625912437,1473.0877502103644,1482.4649415237384
Transportation,2022-06-30,1591.4118662502656,153.68671523007316,65.24316270862818,395.1382232366758,1520.760264276256,1763.7600625912437,1473.0877502103644
Transportation,2022-07-31,1644.6994286877352,178.3940701650419,125.52600304847859,467.5031086493217,1591.4118662502656,1520.760264276256,1763.7600625912437
Transportation,2022-08-31,1686.283880438394,146.49786986900597,113.63231995390218,424.5318918103229,1644.6994286877352,1591.4118662502656,1520.760264276256
Transportation,2022-09-30,1809.5935576476516,180.47685402256508,110.2669600212176,445.1803688157158,1686.283880438394,1644.6994286877352,1591.4118662502656
